example_id,source_id,source_role,condition,split,profile_index,technical_label,logp_A,logp_B,technical_margin
unet:relevant_practitioner:test:8:A,unet,biomedical_cv,relevant_practitioner,test,8,A,-0.01881946623325348,-4.018819332122803,3.9999998658895493
unet:relevant_practitioner:test:8:B,unet,biomedical_cv,relevant_practitioner,test,8,B,-1.6031421422958374,-0.2281421273946762,1.3750000149011612
unet:irrelevant_practitioner:train:0:A,unet,biomedical_cv,irrelevant_practitioner,train,0,A,-0.031037496402859688,-3.5310375690460205,3.500000072643161
unet:irrelevant_practitioner:train:0:B,unet,biomedical_cv,irrelevant_practitioner,train,0,B,-1.4105056524276733,-0.28550562262535095,1.1250000298023224
unet:irrelevant_practitioner:train:1:A,unet,biomedical_cv,irrelevant_practitioner,train,1,A,-0.01903505064547062,-4.0190348625183105,3.99999981187284
unet:irrelevant_practitioner:train:1:B,unet,biomedical_cv,irrelevant_practitioner,train,1,B,-2.3536577224731445,-0.10365773737430573,2.249999985098839
unet:irrelevant_practitioner:train:2:A,unet,biomedical_cv,irrelevant_practitioner,train,2,A,-0.013666867278516293,-4.38866662979126,4.3749997625127435
unet:irrelevant_practitioner:train:2:B,unet,biomedical_cv,irrelevant_practitioner,train,2,B,-1.3181581497192383,-0.31815820932388306,0.9999999403953552
unet:irrelevant_practitioner:train:3:A,unet,biomedical_cv,irrelevant_practitioner,train,3,A,-0.14553764462471008,-2.0205376148223877,1.8749999701976776
unet:irrelevant_practitioner:train:3:B,unet,biomedical_cv,irrelevant_practitioner,train,3,B,-0.829235315322876,-0.579235315322876,0.25
unet:irrelevant_practitioner:validation:4:A,unet,biomedical_cv,irrelevant_practitioner,validation,4,A,-0.14618250727653503,-2.0211825370788574,1.8750000298023224
unet:irrelevant_practitioner:validation:4:B,unet,biomedical_cv,irrelevant_practitioner,validation,4,B,-0.6359797716140747,-0.7609797716140747,-0.125
unet:irrelevant_practitioner:validation:5:A,unet,biomedical_cv,irrelevant_practitioner,validation,5,A,-0.1154828816652298,-2.240482807159424,2.124999925494194
unet:irrelevant_practitioner:validation:5:B,unet,biomedical_cv,irrelevant_practitioner,validation,5,B,-1.2267467975616455,-0.3517467677593231,0.8750000298023224
unet:irrelevant_practitioner:test:6:A,unet,biomedical_cv,irrelevant_practitioner,test,6,A,-0.16375359892845154,-1.913753628730774,1.7500000298023224
unet:irrelevant_practitioner:test:6:B,unet,biomedical_cv,irrelevant_practitioner,test,6,B,-0.35177502036094666,-1.226775050163269,-0.8750000298023224
unet:irrelevant_practitioner:test:7:A,unet,biomedical_cv,irrelevant_practitioner,test,7,A,-0.16189612448215485,-1.9118961095809937,1.7499999850988388
unet:irrelevant_practitioner:test:7:B,unet,biomedical_cv,irrelevant_practitioner,test,7,B,-0.14400453865528107,-2.0190045833587646,-1.8750000447034836
unet:irrelevant_practitioner:test:8:A,unet,biomedical_cv,irrelevant_practitioner,test,8,A,-0.09219855070114136,-2.467198610305786,2.3750000596046448
unet:irrelevant_practitioner:test:8:B,unet,biomedical_cv,irrelevant_practitioner,test,8,B,-1.0575358867645264,-0.4325358271598816,0.6250000596046448
kriging:relevant_researcher:train:0:A,kriging,geospatial,relevant_researcher,train,0,A,-0.021245518699288368,-3.8962454795837402,3.874999960884452
kriging:relevant_researcher:train:0:B,kriging,geospatial,relevant_researcher,train,0,B,-1.2260043621063232,-0.35100433230400085,0.8750000298023224
kriging:relevant_researcher:train:1:A,kriging,geospatial,relevant_researcher,train,1,A,-0.0044582500122487545,-5.504458427429199,5.5000001774169505
kriging:relevant_researcher:train:1:B,kriging,geospatial,relevant_researcher,train,1,B,-3.050060987472534,-0.05006110295653343,2.9999998845160007
kriging:relevant_researcher:train:2:A,kriging,geospatial,relevant_researcher,train,2,A,-0.014771378599107265,-4.264771461486816,4.250000082887709
kriging:relevant_researcher:train:2:B,kriging,geospatial,relevant_researcher,train,2,B,-1.3164173364639282,-0.31641730666160583,1.0000000298023224
kriging:relevant_researcher:train:3:A,kriging,geospatial,relevant_researcher,train,3,A,-0.007978829555213451,-4.882978916168213,4.875000086612999
kriging:relevant_researcher:train:3:B,kriging,geospatial,relevant_researcher,train,3,B,-1.9121317863464355,-0.16213172674179077,1.7500000596046448
kriging:relevant_researcher:validation:4:A,kriging,geospatial,relevant_researcher,validation,4,A,-0.03865347057580948,-3.2886533737182617,3.2499999031424522
kriging:relevant_researcher:validation:4:B,kriging,geospatial,relevant_researcher,validation,4,B,-1.5043494701385498,-0.2543494701385498,1.25
kriging:relevant_researcher:validation:5:A,kriging,geospatial,relevant_researcher,validation,5,A,-0.014815425500273705,-4.264815330505371,4.249999905005097
kriging:relevant_researcher:validation:5:B,kriging,geospatial,relevant_researcher,validation,5,B,-2.1297833919525146,-0.12978340685367584,1.9999999850988388
kriging:relevant_researcher:test:6:A,kriging,geospatial,relevant_researcher,test,6,A,-0.062493644654750824,-2.8124935626983643,2.7499999180436134
kriging:relevant_researcher:test:6:B,kriging,geospatial,relevant_researcher,test,6,B,-1.6021134853363037,-0.22711344063282013,1.3750000447034836
kriging:relevant_researcher:test:7:A,kriging,geospatial,relevant_researcher,test,7,A,-0.014726038090884686,-4.264726161956787,4.250000123865902
kriging:relevant_researcher:test:7:B,kriging,geospatial,relevant_researcher,test,7,B,-0.8280288577079773,-0.5780288577079773,0.25
kriging:relevant_researcher:test:8:A,kriging,geospatial,relevant_researcher,test,8,A,-0.020934104919433594,-3.8959341049194336,3.875
kriging:relevant_researcher:test:8:B,kriging,geospatial,relevant_researcher,test,8,B,-2.019242286682129,-0.14424222707748413,1.8750000596046448
kriging:irrelevant_researcher:train:0:A,kriging,geospatial,irrelevant_researcher,train,0,A,-0.03876012563705444,-3.288760185241699,3.2500000596046448
kriging:irrelevant_researcher:train:0:B,kriging,geospatial,irrelevant_researcher,train,0,B,-0.900303065776825,-0.525303065776825,0.375
kriging:irrelevant_researcher:train:1:A,kriging,geospatial,irrelevant_researcher,train,1,A,-0.005598223768174648,-5.255598068237305,5.24999984446913
kriging:irrelevant_researcher:train:1:B,kriging,geospatial,irrelevant_researcher,train,1,B,-2.931688070297241,-0.056688081473112106,2.874999988824129
kriging:irrelevant_researcher:train:2:A,kriging,geospatial,irrelevant_researcher,train,2,A,-0.03452923521399498,-3.409529209136963,3.374999973922968
kriging:irrelevant_researcher:train:2:B,kriging,geospatial,irrelevant_researcher,train,2,B,-0.6350423693656921,-0.7600423693656921,-0.125
kriging:irrelevant_researcher:train:3:A,kriging,geospatial,irrelevant_researcher,train,3,A,-0.07084263861179352,-2.695842742919922,2.6250001043081284
kriging:irrelevant_researcher:train:3:B,kriging,geospatial,irrelevant_researcher,train,3,B,-0.7592316269874573,-0.6342316269874573,0.125
kriging:irrelevant_researcher:validation:4:A,kriging,geospatial,irrelevant_researcher,validation,4,A,-0.47535884380340576,-0.9753588438034058,0.5
kriging:irrelevant_researcher:validation:4:B,kriging,geospatial,irrelevant_researcher,validation,4,B,-0.03873925283551216,-3.2887392044067383,-3.249999951571226
kriging:irrelevant_researcher:validation:5:A,kriging,geospatial,irrelevant_researcher,validation,5,A,-0.18089593946933746,-1.8058959245681763,1.6249999850988388
kriging:irrelevant_researcher:validation:5:B,kriging,geospatial,irrelevant_researcher,validation,5,B,-0.35034313797950745,-1.225343108177185,-0.8749999701976776
kriging:irrelevant_researcher:test:6:A,kriging,geospatial,irrelevant_researcher,test,6,A,-0.2025502622127533,-1.7025502920150757,1.5000000298023224
kriging:irrelevant_researcher:test:6:B,kriging,geospatial,irrelevant_researcher,test,6,B,-0.20304206013679504,-1.7030420303344727,-1.4999999701976776
kriging:irrelevant_researcher:test:7:A,kriging,geospatial,irrelevant_researcher,test,7,A,-0.5772119164466858,-0.8272119164466858,0.25
kriging:irrelevant_researcher:test:7:B,kriging,geospatial,irrelevant_researcher,test,7,B,-0.03875989466905594,-3.28875994682312,-3.250000052154064
kriging:irrelevant_researcher:test:8:A,kriging,geospatial,irrelevant_researcher,test,8,A,-0.14358536899089813,-2.018585443496704,1.875000074505806
kriging:irrelevant_researcher:test:8:B,kriging,geospatial,irrelevant_researcher,test,8,B,-0.4758397340774536,-0.9758397340774536,-0.5
kriging:relevant_practitioner:train:0:A,kriging,geospatial,relevant_practitioner,train,0,A,-0.030354266986250877,-3.5303542613983154,3.4999999944120646
kriging:relevant_practitioner:train:0:B,kriging,geospatial,relevant_practitioner,train,0,B,-0.7598900198936462,-0.6348900198936462,0.125
kriging:relevant_practitioner:train:1:A,kriging,geospatial,relevant_practitioner,train,1,A,-0.007124021649360657,-5.007123947143555,4.999999925494194
kriging:relevant_practitioner:train:1:B,kriging,geospatial,relevant_practitioner,train,1,B,-3.169848918914795,-0.044848911464214325,3.1250000074505806
kriging:relevant_practitioner:train:2:A,kriging,geospatial,relevant_practitioner,train,2,A,-0.015070038847625256,-4.265069961547852,4.249999922700226
kriging:relevant_practitioner:train:2:B,kriging,geospatial,relevant_practitioner,train,2,B,-1.6042200326919556,-0.22922007739543915,1.3749999552965164
kriging:relevant_practitioner:train:3:A,kriging,geospatial,relevant_practitioner,train,3,A,-0.08971874415874481,-2.464718818664551,2.375000074505806
kriging:relevant_practitioner:train:3:B,kriging,geospatial,relevant_practitioner,train,3,B,-0.18076887726783752,-1.8057688474655151,-1.6249999701976776
kriging:relevant_practitioner:validation:4:A,kriging,geospatial,relevant_practitioner,validation,4,A,-0.034212369471788406,-3.409212350845337,3.3749999813735485
kriging:relevant_practitioner:validation:4:B,kriging,geospatial,relevant_practitioner,validation,4,B,-1.3152616024017334,-0.3152615427970886,1.0000000596046448
kriging:relevant_practitioner:validation:5:A,kriging,geospatial,relevant_practitioner,validation,5,A,-0.013014023192226887,-4.38801383972168,4.374999816529453
kriging:relevant_practitioner:validation:5:B,kriging,geospatial,relevant_practitioner,validation,5,B,-2.581204652786255,-0.08120463788509369,2.500000014901161
kriging:relevant_practitioner:test:6:A,kriging,geospatial,relevant_practitioner,test,6,A,-0.07068970054388046,-2.6956896781921387,2.624999977648258
kriging:relevant_practitioner:test:6:B,kriging,geospatial,relevant_practitioner,test,6,B,-0.7593371868133545,-0.6343371868133545,0.125
kriging:relevant_practitioner:test:7:A,kriging,geospatial,relevant_practitioner,test,7,A,-0.013004139065742493,-4.388004302978516,4.375000163912773
kriging:relevant_practitioner:test:7:B,kriging,geospatial,relevant_practitioner,test,7,B,-0.827691912651062,-0.577691912651062,0.25
kriging:relevant_practitioner:test:8:A,kriging,geospatial,relevant_practitioner,test,8,A,-0.021008115261793137,-3.896008014678955,3.874999899417162
kriging:relevant_practitioner:test:8:B,kriging,geospatial,relevant_practitioner,test,8,B,-1.602299690246582,-0.22729969024658203,1.375
kriging:irrelevant_practitioner:train:0:A,kriging,geospatial,irrelevant_practitioner,train,0,A,-0.03430648148059845,-3.409306526184082,3.3750000447034836
kriging:irrelevant_practitioner:train:0:B,kriging,geospatial,irrelevant_practitioner,train,0,B,-0.8283216953277588,-0.5783216953277588,0.25
kriging:irrelevant_practitioner:train:1:A,kriging,geospatial,irrelevant_practitioner,train,1,A,-0.012963778339326382,-4.387963771820068,4.374999993480742
kriging:irrelevant_practitioner:train:1:B,kriging,geospatial,irrelevant_practitioner,train,1,B,-2.81391978263855,-0.063919797539711,2.749999985098839
kriging:irrelevant_practitioner:train:2:A,kriging,geospatial,irrelevant_practitioner,train,2,A,-0.021164290606975555,-3.8961641788482666,3.874999888241291
kriging:irrelevant_practitioner:train:2:B,kriging,geospatial,irrelevant_practitioner,train,2,B,-0.9767648577690125,-0.47676485776901245,0.5
kriging:irrelevant_practitioner:train:3:A,kriging,geospatial,irrelevant_practitioner,train,3,A,-0.2530519366264343,-1.503051996231079,1.2500000596046448
kriging:irrelevant_practitioner:train:3:B,kriging,geospatial,irrelevant_practitioner,train,3,B,-0.09004148840904236,-2.465041399002075,-2.374999910593033
kriging:irrelevant_practitioner:validation:4:A,kriging,geospatial,irrelevant_practitioner,validation,4,A,-0.634037435054779,-0.759037435054779,0.125
kriging:irrelevant_practitioner:validation:4:B,kriging,geospatial,irrelevant_practitioner,validation,4,B,-0.05548662319779396,-2.9304866790771484,-2.8750000558793545
kriging:irrelevant_practitioner:validation:5:A,kriging,geospatial,irrelevant_practitioner,validation,5,A,-0.47581368684768677,-0.9758136868476868,0.5
kriging:irrelevant_practitioner:validation:5:B,kriging,geospatial,irrelevant_practitioner,validation,5,B,-0.07080843299627304,-2.6958084106445312,-2.624999977648258
kriging:irrelevant_practitioner:test:6:A,kriging,geospatial,irrelevant_practitioner,test,6,A,-1.2253308296203613,-0.3503308892250061,-0.8749999403953552
kriging:irrelevant_practitioner:test:6:B,kriging,geospatial,irrelevant_practitioner,test,6,B,-0.02694815769791603,-3.6519482135772705,-3.6250000558793545
kriging:irrelevant_practitioner:test:7:A,kriging,geospatial,irrelevant_practitioner,test,7,A,-0.8273495435714722,-0.5773495435714722,-0.25
kriging:irrelevant_practitioner:test:7:B,kriging,geospatial,irrelevant_practitioner,test,7,B,-0.02099340781569481,-3.89599347114563,-3.875000063329935
kriging:irrelevant_practitioner:test:8:A,kriging,geospatial,irrelevant_practitioner,test,8,A,-0.22665737569332123,-1.6016573905944824,1.3750000149011612
kriging:irrelevant_practitioner:test:8:B,kriging,geospatial,irrelevant_practitioner,test,8,B,-0.18110144138336182,-1.8061014413833618,-1.625
